case,case_id,found_by_crawl,scraped_rows,docs_with_link,docs_on_gcs,confirmations_with_link,confirmations_on_gcs,not_on_gcs_examples
case_30627,CV-702531-26/QU,8,8,8,8,0,0,
case_30628,CV-702692-25/QU,5,5,5,5,0,0,
case_30629,CV-702834-26/QU,4,4,4,4,0,0,
case_30630,CV-702989-25/BX,5,5,5,5,0,0,
case_30631,CV-703018-25/BX,5,5,5,5,0,0,
case_30632,CV-703089-26/BX,4,4,4,4,0,0,
case_30633,CV-703105-24/NY,6,6,6,6,0,0,
case_30634,CV-703121-24/QU,7,7,7,7,0,0,
case_30635,CV-703185-24/NY,9,9,9,9,0,0,
case_30636,CV-703360-24/BX,7,7,7,7,0,0,
case_30637,CV-703361-24/BX,4,4,4,4,0,0,
case_30638,CV-703390-24/NY,22,22,22,22,0,0,
case_30639,CV-703391-24/NY,21,21,21,21,0,0,
case_30640,CV-703442-25/NY,6,6,6,6,0,0,
case_30641,CV-703564-24/BX,4,4,4,4,0,0,
case_30642,CV-703570-24/BX,5,5,5,5,0,0,
case_30643,CV-703804-24/BX,4,4,4,4,0,0,
case_30644,CV-703843-24/BX,7,7,7,7,0,0,
case_30645,CV-703980-25/QU,5,5,5,5,0,0,
case_30646,CV-703989-25/QU,7,7,7,7,0,0,
case_30647,CV-704144-25/NY,2,2,2,2,0,0,
case_30648,CV-704145-25/NY,2,2,2,2,0,0,
case_30649,CV-704251-24/QU,19,19,19,19,0,0,
case_30650,CV-704289-26/NY,2,2,2,2,0,0,
case_30651,CV-704365-25/QU,2,2,2,2,0,0,
case_30652,CV-704447-25/BX,6,6,6,6,0,0,
case_30653,CV-704538-24/BX,5,5,5,5,0,0,
case_30654,CV-704610-24/BX,20,20,20,20,0,0,
case_30655,CV-705005-26/NY,1,1,1,1,0,0,
case_30656,CV-705518-24/NY,12,12,12,12,0,0,
case_30657,CV-705534-26/NY,2,2,2,2,0,0,
case_30658,CV-705536-25/RI,5,5,5,5,0,0,
case_30659,CV-705537-24/NY,4,4,4,4,0,0,
case_30660,CV-705597-26/KI,8,8,8,8,0,0,
case_30661,CV-705635-24/NY,6,6,6,6,0,0,
case_30662,CV-705728-24/BX,7,7,7,7,0,0,
case_30663,CV-705914-24/BX,5,5,5,5,0,0,
case_30664,CV-705964-24/QU,4,4,4,4,0,0,
case_30665,CV-705996-24/KI,2,2,2,2,0,0,
case_30666,CV-705998-24/KI,6,6,6,6,0,0,
case_30667,CV-706027-25/QU,5,5,5,5,0,0,
case_30668,CV-706127-25/RI,14,14,14,14,0,0,
case_30669,CV-706130-25/RI,14,14,14,14,0,0,
case_30670,CV-706164-25/NY,7,7,7,7,0,0,
case_30671,CV-706191-24/BX,2,2,2,2,0,0,
case_30672,CV-706260-24/BX,14,14,14,14,0,0,
case_30673,CV-706303-26/QU,5,5,5,5,0,0,
case_30674,CV-706399-25/RI,5,5,5,5,0,0,
case_30675,CV-706403-24/NY,6,6,6,6,0,0,
case_30676,CV-706459-25/RI,2,2,2,2,0,0,
case_30677,CV-706460-25/RI,5,5,5,5,0,0,
case_30678,CV-706888-24/QU,7,7,7,7,0,0,
case_30679,CV-706979-26/BX,2,2,2,2,0,0,
case_30680,CV-706994-24/QU,5,5,5,5,0,0,
case_30681,CV-707490-24/QU,5,5,5,5,0,0,
case_30682,CV-707576-24/QU,5,5,5,5,0,0,
case_30683,CV-707658-25/QU,5,5,5,5,2,2,
case_30684,CV-708329-24/NY,6,6,6,6,5,5,
case_30685,CV-708504-26/QU,5,5,5,5,4,4,
case_30689,CV-708979-26/KI,11,11,11,11,10,10,
case_30690,CV-708983-24/RI,7,7,7,7,2,2,
case_30691,CV-709005-26/BX,4,4,4,4,3,3,
case_30692,CV-709098-25/BX,7,7,7,7,0,0,
case_30693,CV-709204-26/QU,5,5,5,5,0,0,
case_30694,CV-709387-26/KI,3,3,3,3,0,0,
case_30695,CV-709479-23/NY,2,2,2,2,0,0,
case_30696,CV-709591-26/RI,7,7,7,7,0,0,
case_30697,CV-710154-25/BX,5,5,5,5,0,0,
case_30698,CV-710159-25/BX,5,5,5,5,0,0,
case_30699,CV-710189-24/BX,2,2,2,2,0,0,
case_30700,CV-710347-26/KI,5,5,5,5,0,0,
case_30701,CV-710451-26/RI,15,15,15,15,0,0,
case_30702,CV-710612-26/RI,2,2,2,2,0,0,
case_30703,CV-710617-26/RI,4,4,4,4,0,0,
case_30704,CV-710710-26/QU,2,2,2,2,0,0,
case_30705,CV-710712-26/QU,2,2,2,2,0,0,
case_30706,CV-710749-26/QU,2,2,2,2,0,0,
case_30707,CV-710765-26/QU,2,2,2,2,0,0,
case_30708,CV-710810-26/KI,2,2,2,2,0,0,
case_30709,CV-710833-26/QU,2,2,2,2,0,0,
case_30710,CV-710905-26/RI,4,4,4,4,0,0,
case_30711,CV-710908-26/RI,4,4,4,4,0,0,
case_30712,CV-710946-26/RI,4,4,4,4,2,2,
case_30713,CV-710964-26/RI,4,4,4,4,2,2,
case_30714,CV-710965-26/RI,3,3,3,3,2,2,
case_30715,CV-710966-26/RI,4,4,4,4,2,2,
case_30716,CV-711006-24/RI,4,4,4,4,3,3,
case_30717,CV-711016-25/KI,6,6,6,6,4,4,
case_30718,CV-711028-26/RI,4,4,4,4,2,2,
case_30720,CV-711033-26/RI,4,4,4,4,3,3,
case_30721,CV-711126-24/KI,14,14,14,14,1,1,
case_30722,CV-711209-24/QU,9,9,9,9,0,0,
case_30723,CV-711215-26/RI,2,2,2,2,0,0,
case_30724,CV-711345-25/KI,27,27,27,27,0,0,
case_30725,CV-711407-26/BX,2,2,2,2,0,0,
case_30726,CV-711420-24/KI,5,5,5,5,0,0,
case_30727,CV-711427-24/KI,5,5,5,5,0,0,
case_30728,CV-711433-24/QU,12,12,12,12,0,0,
case_30729,CV-711504-24/BX,7,7,7,7,0,0,
case_30730,CV-711673-24/BX,2,2,2,2,0,0,
case_30731,CV-711682-24/BX,3,3,3,3,0,0,
case_30732,CV-711683-24/BX,5,5,5,5,0,0,
case_30733,CV-711685-25/KI,2,2,2,2,0,0,
case_30734,CV-711928-24/BX,2,2,2,2,0,0,
case_30735,CV-711963-25/QU,5,5,5,5,0,0,
case_30736,CV-711964-25/QU,5,5,5,5,0,0,
case_30737,CV-712076-26/RI,12,12,12,12,0,0,
case_30738,CV-712077-26/RI,1,1,1,1,0,0,
case_30739,CV-712078-26/RI,2,2,2,2,0,0,
case_30740,CV-712079-26/RI,3,3,3,3,0,0,
case_30741,CV-712080-26/RI,11,11,11,11,0,0,
case_30742,CV-712083-26/RI,2,2,2,2,0,0,
case_30743,CV-712199-24/QU,23,23,23,23,0,0,
case_30744,CV-712250-25/QU,2,2,2,2,0,0,
case_30745,CV-712266-24/BX,5,5,5,5,0,0,
case_30746,CV-712267-24/BX,4,4,4,4,0,0,
case_30747,CV-712837-24/QU,4,4,4,4,0,0,
case_30748,CV-712838-24/QU,4,4,4,4,0,0,
case_30749,CV-712997-26/QU,1,1,1,1,0,0,
case_30750,CV-713316-24/KI,4,4,4,4,0,0,
case_30751,CV-713387-24/QU,2,2,2,2,0,0,
case_30752,CV-713979-25/KI,6,6,6,6,0,0,
case_30753,CV-714207-25/BX,5,5,5,5,0,0,
case_30754,CV-714262-24/BX,2,2,2,2,0,0,
case_30755,CV-714354-24/BX,4,4,4,4,0,0,
case_30756,CV-714367-24/RI,6,6,6,6,0,0,
case_30757,CV-714368-24/RI,6,6,6,6,0,0,
case_30758,CV-714369-24/RI,3,3,3,3,0,0,
case_30759,CV-714424-21/BX,3,3,3,3,0,0,
case_30760,CV-714425-21/BX,3,3,3,3,0,0,
case_30761,CV-715198-24/BX,2,2,2,2,0,0,
case_30762,CV-715202-24/BX,10,10,10,10,0,0,
case_30763,CV-715308-24/RI,5,5,5,5,0,0,
case_30764,CV-715366-26/QU,1,1,1,1,0,0,
case_30765,CV-715421-25/QU,5,5,5,5,0,0,
case_30766,CV-715501-25/KI,5,5,5,5,0,0,
case_30767,CV-715597-25/KI,2,2,2,2,0,0,
case_30768,CV-715620-24/RI,6,6,6,6,0,0,
case_30769,CV-715650-24/RI,9,9,9,9,0,0,
case_30770,CV-715666-25/KI,2,2,2,2,0,0,
case_30771,CV-715759-24/QU,5,5,5,5,0,0,
case_30772,CV-715760-24/QU,2,2,2,2,0,0,
case_30773,CV-715777-24/RI,4,4,4,4,0,0,
case_30774,CV-716102-25/QU,12,12,12,12,0,0,
case_30775,CV-716134-24/BX,6,6,6,6,0,0,
case_30776,CV-716187-24/RI,14,14,14,14,0,0,
case_30777,CV-716236-25/RI,2,2,2,2,0,0,
case_30778,CV-716240-25/RI,3,3,3,3,0,0,
case_30779,CV-716243-25/RI,4,4,4,4,0,0,
case_30780,CV-716330-24/BX,2,2,2,2,0,0,
case_30781,CV-716335-25/RI,7,7,7,7,0,0,
case_30782,CV-716342-25/RI,3,3,3,3,0,0,
case_30783,CV-716557-25/RI,5,5,5,5,0,0,
case_30784,CV-716678-25/RI,7,7,7,7,0,0,
case_30785,CV-716691-25/RI,6,6,6,6,0,0,
case_30786,CV-716886-24/QU,2,2,2,2,0,0,
case_30787,CV-717115-25/QU,5,5,5,5,0,0,
case_30788,CV-717419-24/KI,4,4,4,4,0,0,
case_30789,CV-717542-25/BX,5,5,5,5,0,0,
case_30790,CV-718070-26/RI,2,2,2,2,0,0,
case_30791,CV-718145-25/QU,4,4,4,4,0,0,
case_30792,CV-718191-26/RI,5,5,5,5,0,0,
case_30793,CV-718205-26/RI,2,2,2,2,0,0,
case_30794,CV-718206-26/RI,2,2,2,2,0,0,
case_30795,CV-718292-24/KI,15,15,15,15,0,0,
case_30796,CV-718300-26/RI,2,2,2,2,0,0,
case_30797,CV-718329-26/RI,2,2,2,2,0,0,
case_30798,CV-718657-25/BX,6,6,6,6,0,0,
case_30799,CV-718922-23/BX,2,2,2,2,0,0,
case_30800,CV-718923-23/BX,18,18,18,18,0,0,
case_30801,CV-718927-25/BX,5,5,5,5,0,0,
case_30802,CV-718960-26/BX,1,1,1,1,0,0,
case_30803,CV-719145-25/RI,2,2,2,2,0,0,
case_30804,CV-719241-25/RI,4,4,4,4,0,0,
case_30805,CV-719288-25/RI,6,6,6,6,0,0,
case_30806,CV-719289-25/RI,4,4,4,4,0,0,
case_30807,CV-719290-25/RI,2,2,2,2,0,0,
case_30808,CV-719291-25/RI,2,2,2,2,0,0,
case_30809,CV-719842-24/KI,4,4,4,4,0,0,
case_30810,CV-719843-24/KI,7,7,7,7,0,0,
case_30811,CV-720335-24/BX,5,5,5,5,0,0,
case_30812,CV-720341-24/BX,5,5,5,5,0,0,
case_30813,CV-720476-24/RI,7,7,7,7,0,0,
case_30814,CV-720481-24/RI,16,16,16,16,0,0,
case_30815,CV-720502-24/RI,2,2,2,2,0,0,
case_30816,CV-720556-25/KI,3,3,3,3,0,0,
case_30817,CV-720619-25/KI,5,5,5,5,0,0,
case_30818,CV-720624-25/KI,5,5,5,5,0,0,
case_30819,CV-720739-25/RI,3,3,3,3,0,0,
case_30820,CV-720777-25/RI,19,19,19,19,0,0,
case_30821,CV-720778-25/RI,1,1,1,1,0,0,
case_30822,CV-720839-25/RI,3,3,3,3,0,0,
case_30823,CV-720843-25/RI,3,3,3,3,0,0,
case_30824,CV-721032-24/RI,7,7,7,7,0,0,
case_30825,CV-721070-26/KI,7,7,7,7,0,0,
case_30826,CV-721317-26/KI,6,6,6,6,0,0,
case_30827,CV-721318-26/KI,6,6,6,6,0,0,
case_30828,CV-721494-24/RI,7,7,7,7,0,0,
case_30829,CV-722054-24/QU,5,5,5,5,0,0,
case_30830,CV-722110-26/RI,3,3,3,3,0,0,
case_30831,CV-722145-24/QU,5,5,5,5,0,0,
case_30832,CV-722258-24/QU,3,3,3,3,0,0,
case_30833,CV-722339-24/QU,5,5,5,5,0,0,
case_30834,CV-722383-26/RI,3,3,3,3,0,0,
case_30835,CV-722794-24/QU,5,5,5,5,0,0,
case_30836,CV-722795-24/QU,5,5,5,5,0,0,
case_30837,CV-722797-24/QU,5,5,5,5,0,0,
case_30838,CV-723113-26/KI,5,5,5,5,0,0,
case_30839,CV-723118-26/KI,6,6,6,6,0,0,
case_30840,CV-723253-26/KI,4,4,4,4,0,0,
case_30841,CV-723443-25/QU,5,5,5,5,0,0,
case_30842,CV-723478-25/QU,5,5,5,5,0,0,
case_30843,CV-723487-25/QU,10,10,10,10,0,0,
case_30844,CV-724716-25/KI,5,5,5,5,0,0,
case_30845,CV-724756-26/KI,1,1,1,1,0,0,
case_30846,CV-725047-24/KI,2,2,2,2,0,0,
case_30847,CV-725073-24/KI,12,12,12,12,0,0,
case_30848,CV-725771-24/KI,7,7,7,7,0,0,
case_30849,CV-725848-24/KI,7,7,7,7,0,0,
case_30850,CV-725859-24/KI,7,7,7,7,0,0,
case_30851,CV-726074-26/RI,3,3,3,3,0,0,
case_30852,CV-726276-24/KI,5,5,5,5,0,0,
case_30853,CV-726397-25/RI,5,5,5,5,0,0,
case_30854,CV-726870-25/RI,3,3,3,3,0,0,
case_30855,CV-728122-24/KI,14,14,14,14,0,0,
case_30856,CV-728435-26/KI,7,7,7,7,0,0,
case_30857,CV-728522-26/KI,4,4,4,4,0,0,
case_30858,CV-729530-25/RI,2,2,2,2,0,0,
case_30859,CV-729531-25/RI,2,2,2,2,0,0,
case_30860,CV-730629-24/KI,7,7,7,7,0,0,
case_30861,CV-730682-25/RI,4,4,4,4,0,0,
case_30862,CV-732623-25/RI,2,2,2,2,0,0,
case_30863,CV-733423-24/RI,21,21,21,21,0,0,
case_30864,CV-733953-25/RI,4,4,4,4,0,0,
case_30865,CV-734378-24/RI,23,23,23,23,0,0,
case_30866,CV-734399-24/RI,6,6,6,6,0,0,
case_30867,CV-734400-24/RI,6,6,6,6,0,0,
case_30868,CV-734964-26/KI,2,2,2,2,0,0,
case_30869,CV-734966-26/KI,2,2,2,2,0,0,
case_30870,CV-734967-26/KI,2,2,2,2,0,0,
case_30871,CV-734970-26/KI,2,2,2,2,0,0,
case_30872,CV-734973-26/KI,2,2,2,2,0,0,
case_30873,CV-734975-26/KI,2,2,2,2,0,0,
case_30874,CV-734999-26/KI,2,2,2,2,0,0,
case_30875,CV-735003-25/RI,4,4,4,4,0,0,
case_30876,CV-735058-26/KI,3,3,3,3,0,0,
case_30877,CV-735132-26/KI,2,2,2,2,0,0,
case_30878,CV-736611-25/RI,4,4,4,4,0,0,
case_30879,CV-736631-26/KI,2,2,2,2,0,0,
case_30880,CV-736960-24/RI,7,7,7,7,0,0,
case_30881,CV-736977-24/RI,6,6,6,6,0,0,
case_30882,CV-737104-25/RI,7,7,7,7,0,0,
case_30883,CV-737184-25/RI,4,4,4,4,0,0,
case_30884,CV-737307-25/RI,5,5,5,5,0,0,
case_30885,CV-737308-25/RI,5,5,5,5,0,0,
case_30886,CV-737616-24/RI,3,3,3,3,0,0,
case_30887,CV-737699-24/RI,1,1,1,1,0,0,
case_30888,CV-737700-24/RI,4,4,4,4,0,0,
case_30889,CV-739969-24/RI,7,7,7,7,0,0,
case_30890,CV-740626-24/RI,2,2,2,2,0,0,
case_30891,CV-740791-24/RI,8,8,8,8,0,0,
case_30892,CV-740850-24/RI,17,17,17,17,0,0,
case_30893,CV-741326-24/RI,9,9,9,9,0,0,
case_30894,CV-742456-24/KI,2,2,2,2,0,0,
case_30895,CV-742471-24/KI,2,2,2,2,0,0,
case_30896,CV-742493-24/KI,5,5,5,5,0,0,
case_30897,CV-743702-26/RI,2,2,2,2,0,0,
case_30898,CV-743739-26/RI,2,2,2,2,0,0,
case_30899,CV-743869-26/RI,2,2,2,2,0,0,
case_30900,CV-744597-26/RI,2,2,2,2,0,0,
case_30901,CV-744598-26/RI,2,2,2,2,0,0,
case_30902,CV-745009-25/RI,5,5,5,5,0,0,
case_30903,CV-745037-24/KI,3,3,3,3,0,0,
case_30904,CV-745038-24/KI,3,3,3,3,0,0,
case_30905,CV-745559-24/RI,8,8,8,8,0,0,
case_30906,CV-745560-24/RI,7,7,7,7,0,0,
case_30907,CV-745561-24/RI,7,7,7,7,0,0,
case_30908,CV-745906-24/RI,1,1,1,1,0,0,
case_30909,CV-746623-24/KI,12,12,12,12,0,0,
case_30910,CV-747931-24/RI,11,11,11,11,0,0,
case_30911,CV-748184-24/RI,5,5,5,5,0,0,
case_30912,CV-748306-24/RI,2,2,2,2,0,0,
case_30913,CV-749355-26/RI,5,5,5,5,0,0,
case_30914,CV-749846-24/RI,30,30,30,30,0,0,
case_30915,CV-750508-24/KI,7,7,7,7,0,0,
case_30916,CV-750839-24/KI,2,2,2,2,0,0,
case_30917,CV-751578-26/RI,1,1,1,1,0,0,
case_30918,CV-753783-26/RI,1,1,1,1,0,0,
case_30919,CV-754682-25/KI,5,5,5,5,0,0,
case_30920,CV-755651-24/RI,5,5,5,5,0,0,
case_30921,CV-756109-23/RI,7,7,7,7,0,0,
case_30922,CV-756110-23/RI,5,5,5,5,0,0,
case_30923,CV-756797-26/RI,1,1,1,1,0,0,
case_30924,CV-756798-26/RI,1,1,1,1,0,0,
case_30925,CV-757274-26/RI,1,1,1,1,0,0,
case_30926,CV-757391-24/KI,2,2,2,2,0,0,
case_30927,CV-757694-26/RI,1,1,1,1,0,0,
case_30928,CV-757785-26/RI,1,1,1,1,0,0,
case_30929,CV-758273-26/RI,1,1,1,1,0,0,
case_30930,CV-758643-24/KI,2,2,2,2,0,0,
case_30931,CV-758830-25/KI,2,2,2,2,0,0,
case_30932,CV-758831-25/KI,2,2,2,2,0,0,
case_30933,CV-758832-25/KI,11,11,11,11,0,0,
case_30934,CV-759021-25/RI,6,6,6,6,0,0,
case_30935,CV-759117-24/KI,6,6,6,6,0,0,
case_30936,CV-759166-24/KI,6,6,6,6,0,0,
case_30937,CV-759167-24/KI,4,4,4,4,0,0,
case_30938,CV-759169-24/KI,7,7,7,7,0,0,
case_30939,CV-759171-24/KI,4,4,4,4,0,0,
case_30940,CV-759178-24/KI,6,6,6,6,0,0,
case_30941,CV-759179-24/KI,6,6,6,6,0,0,
case_30942,CV-759182-24/KI,6,6,6,6,0,0,
case_30943,CV-759183-24/KI,7,7,7,7,0,0,
case_30944,CV-759184-24/KI,9,9,9,9,0,0,
case_30945,CV-759185-24/KI,4,4,4,4,0,0,
case_30946,CV-759187-24/KI,6,6,6,6,0,0,
case_30947,CV-759189-24/KI,4,4,4,4,0,0,
case_30948,CV-759400-24/RI,7,7,7,7,0,0,
case_30949,CV-759503-24/RI,5,5,5,5,0,0,
case_30950,CV-760396-24/RI,5,5,5,5,0,0,
case_30951,CV-761045-25/KI,6,6,6,6,0,0,
case_30952,CV-761320-24/RI,18,18,18,18,0,0,
case_30953,CV-763156-25/RI,4,4,4,4,0,0,
case_30954,CV-763829-26/RI,1,1,1,1,0,0,
case_30955,CV-764544-25/KI,15,15,15,15,0,0,
case_30956,CV-764603-25/KI,4,4,4,4,0,0,
case_30957,CV-764604-25/KI,3,3,3,3,0,0,
case_30958,CV-764828-25/RI,12,12,12,12,0,0,
case_30959,CV-764830-25/RI,12,12,12,12,0,0,
case_30960,CV-765128-25/RI,3,3,3,3,0,0,
case_30961,CV-768086-24/KI,4,4,4,4,0,0,
case_30962,CV-768087-24/KI,6,6,6,6,0,0,
case_30963,CV-768088-24/KI,6,6,6,6,0,0,
case_30964,CV-768089-24/KI,7,7,7,7,0,0,
case_30965,CV-768090-24/KI,38,38,38,38,0,0,
case_30966,CV-768091-24/KI,25,25,25,25,0,0,
case_30967,CV-768380-24/RI,1,1,1,1,0,0,
case_30968,CV-769418-24/RI,5,5,5,5,0,0,
case_30969,CV-769421-24/RI,7,7,7,7,0,0,
case_30970,CV-769425-24/RI,6,6,6,6,0,0,
case_30971,CV-769429-24/RI,28,28,28,28,0,0,
case_30972,CV-769627-24/RI,7,7,7,7,0,0,
case_30973,CV-770933-24/RI,10,10,10,10,0,0,
case_30974,CV-770959-24/RI,11,11,11,11,0,0,
case_30975,CV-770960-24/RI,10,10,10,10,0,0,
case_30976,CV-770999-24/RI,10,10,10,10,0,0,
case_30977,CV-771012-24/RI,13,13,13,13,0,0,
case_30978,CV-771540-24/KI,4,4,4,4,0,0,
case_30979,CV-771553-24/KI,8,8,8,8,0,0,
case_30980,CV-771709-24/KI,7,7,7,7,0,0,
case_30981,CV-771710-24/KI,7,7,7,7,0,0,
case_30982,CV-771711-24/KI,6,6,6,6,0,0,
case_30983,CV-771718-24/KI,6,6,6,6,0,0,
case_30984,CV-771719-24/KI,9,9,9,9,0,0,
case_30985,CV-771724-24/KI,10,10,10,10,0,0,
case_30986,CV-773289-25/RI,3,3,3,3,0,0,
case_30987,CV-773722-24/KI,5,5,5,5,0,0,
case_30988,CV-773723-24/KI,5,5,5,5,0,0,
case_30989,CV-773725-24/KI,4,4,4,4,0,0,
case_30990,CV-775443-24/RI,7,7,7,7,0,0,
case_30991,CV-775445-24/RI,7,7,7,7,0,0,
case_30992,CV-775446-24/RI,5,5,5,5,0,0,
case_30993,CV-775449-24/RI,2,2,2,2,0,0,
case_30994,CV-775485-24/RI,9,9,9,9,0,0,
case_30995,CV-776940-24/RI,8,8,8,8,0,0,
case_30996,CV-777390-25/KI,5,5,5,5,0,0,
case_30997,CV-778035-25/RI,4,4,4,4,0,0,
case_30998,CV-778039-25/RI,12,12,12,12,0,0,
case_30999,CV-778061-25/RI,5,5,5,5,0,0,
case_31000,CV-778366-24/RI,26,26,26,26,0,0,
case_31001,CV-778370-24/RI,7,7,7,7,0,0,
case_31002,CV-778374-24/RI,7,7,7,7,0,0,
case_31003,CV-778380-24/RI,10,10,10,10,0,0,
case_31004,CV-778384-24/RI,10,10,10,10,0,0,
case_31005,CV-778396-24/RI,21,21,21,21,0,0,
case_31006,CV-778399-24/RI,8,8,8,8,0,0,
case_31007,CV-780511-24/RI,22,22,22,22,0,0,
case_31008,CV-781476-25/RI,11,11,11,11,0,0,
case_31009,CV-781704-24/RI,16,16,16,16,0,0,
case_31010,CV-781724-24/RI,4,4,4,4,0,0,
case_31011,CV-781726-24/RI,8,8,8,8,0,0,
case_31012,CV-781731-24/RI,9,9,9,9,0,0,
case_31013,CV-782067-25/RI,4,4,4,4,0,0,
case_31014,CV-783226-24/RI,2,2,2,2,0,0,
case_31015,CV-783608-24/RI,5,5,5,5,0,0,
case_31016,CV-783668-24/RI,2,2,2,2,0,0,
case_31017,CV-783692-24/RI,5,5,5,5,0,0,
case_31018,CV-783752-24/RI,4,4,4,4,0,0,
case_31021,CV-783888-24/RI,26,26,26,26,25,25,
case_31022,CV-783889-24/RI,28,28,28,28,2,2,
case_31023,CV-783897-24/RI,5,5,5,5,0,0,
case_31024,CV-784849-24/RI,20,20,20,20,0,0,
case_31025,CV-785517-25/RI,4,4,4,4,0,0,
case_31026,CV-785967-24/RI,5,5,5,5,0,0,
case_31027,CV-794247-25/RI,27,27,27,27,0,0,
case_31028,CV-794314-25/RI,5,5,5,5,0,0,
case_31029,CV-794341-25/RI,2,2,2,2,0,0,
case_31030,CV-794452-25/RI,4,4,4,4,0,0,
case_31031,CV-794822-25/RI,15,15,15,15,0,0,
case_31032,CV-794888-25/RI,4,4,4,4,0,0,
case_31033,CV-794889-25/RI,6,6,6,6,0,0,
case_31034,CV-797545-25/RI,6,6,6,6,0,0,
case_31035,CV-797546-25/RI,3,3,3,3,0,0,
case_31088,LT-300681-26/NY,7,7,7,7,0,0,
case_31146,600262/2015,134,134,134,134,102,102,
case_31172,CV-22-1945,30,30,30,30,28,28,
case_31174,EF001120-2017,22,22,21,21,21,21,
case_31178,LT-302214-25/QU,5,5,5,5,0,0,
case_31179,LT-305208-21/QU,27,27,27,27,0,0,
case_31180,LT-310826-24/QU,6,6,6,6,0,0,
case_31351,CV-710548-17/QU,1,1,1,1,0,0,
case_31352,CV-764875-26/RI,1,1,1,1,0,0,
case_31353,CV-766839-26/RI,1,1,1,1,0,0,
case_31514,510803/2025,54,54,53,53,53,53,
case_31600,CV-000723-26/HU,2,2,2,2,0,0,
case_31601,CV-000724-26/HU,2,2,2,2,0,0,
case_31602,CV-000725-26/HU,2,2,2,2,0,0,
case_31603,CV-000781-24/HU,2,2,2,2,0,0,
case_31604,CV-000785-24/HU,2,2,2,2,0,0,
case_31605,CV-000876-24/HU,2,2,2,2,0,0,
case_31606,CV-001172-24/HU,2,2,2,2,0,0,
case_31607,CV-001247-26/BA,2,2,2,2,1,1,
case_31608,CV-001416-24/HU,2,2,2,2,0,0,
case_31610,CV-001768-24/HU,2,2,2,2,1,1,
case_31612,CV-001928-24/HU,2,2,2,2,0,0,
case_31613,CV-002470-24/HU,2,2,2,2,1,1,
case_31617,CV-003058-26/HU,2,2,2,2,1,1,
case_31619,CV-003368-24/SM,2,2,2,2,1,1,
case_31622,CV-003687-25/HU,2,2,2,2,1,1,
case_31623,CV-004040-24/HU,2,2,2,2,1,1,
case_31624,CV-004183-26/BA,2,2,2,2,1,1,
case_31627,CV-004444-24/SM,2,2,2,2,0,0,
case_31628,CV-004537-26/HU,3,3,3,3,2,2,
case_31629,CV-004539-24/HU,2,2,2,2,0,0,
case_31630,CV-004823-24/SM,2,2,2,2,1,1,
case_31640,CV-006051-25/BA,2,2,2,2,1,1,
case_31642,CV-006201-25/BA,2,2,2,2,1,1,
case_31643,CV-006202-25/BA,2,2,2,2,1,1,
case_31646,CV-006355-25/BA,2,2,2,2,1,1,
case_31647,CV-006358-25/BA,2,2,2,2,1,1,
case_31650,CV-006597-24/HU,2,2,2,2,1,1,
case_31651,CV-007171-24/SM,2,2,2,2,1,1,
case_31652,CV-007197-24/HU,2,2,2,2,0,0,
case_31653,CV-007428-24/HU,2,2,2,2,1,1,
case_31654,CV-007675-25/HU,2,2,2,2,1,1,
case_31655,CV-008136-24/SM,2,2,2,2,1,1,
case_31656,CV-009689-23/HU,2,2,2,2,0,0,
case_31657,CV-009807-23/HU,2,2,2,2,0,0,
case_31658,CV-010532-25/BA,2,2,2,2,0,0,
case_31659,CV-010856-25/BA,2,2,2,2,0,0,
case_31660,CV-010857-25/BA,2,2,2,2,0,0,
case_31661,CV-010858-25/BA,2,2,2,2,0,0,
case_31662,CV-010860-25/BA,2,2,2,2,0,0,
case_31663,CV-010861-25/BA,2,2,2,2,0,0,
case_31664,CV-010862-25/BA,2,2,2,2,0,0,
case_31665,CV-010863-25/BA,2,2,2,2,0,0,
case_31666,CV-010864-25/BA,2,2,2,2,0,0,
case_31667,CV-010865-25/BA,2,2,2,2,0,0,
case_31668,CV-010866-25/BA,2,2,2,2,0,0,
case_31669,CV-010867-25/BA,2,2,2,2,0,0,
case_31670,CV-010868-25/BA,2,2,2,2,0,0,
case_31671,CV-010869-25/BA,2,2,2,2,0,0,
case_31672,CV-011284-25/BA,2,2,2,2,0,0,
case_31675,CV-700005-24/QU,7,7,7,7,2,2,
case_31676,CV-700046-24/QU,5,5,5,5,3,3,
case_31677,CV-700074-24/KI,5,5,5,5,3,3,
case_31678,CV-700144-24/BX,7,7,7,7,1,1,
case_31683,CV-700355-24/NY,2,2,2,2,1,1,
case_31684,CV-700356-24/NY,14,14,14,14,9,9,
case_31685,CV-700357-24/NY,11,11,11,11,0,0,
case_31686,CV-700404-24/NY,12,12,12,12,6,6,
case_31689,CV-700490-24/BX,5,5,5,5,4,4,
case_31690,CV-700491-24/BX,2,2,2,2,1,1,
case_31693,CV-700663-23/NY,13,13,13,13,6,6,
case_31694,CV-700754-23/RI,5,5,5,5,0,0,
case_31695,CV-700759-24/BX,6,6,6,6,0,0,
case_31696,CV-700785-23/QU,5,5,5,5,0,0,
case_31697,CV-700979-26/KI,4,4,4,4,0,0,
case_31698,CV-701015-24/RI,4,4,4,4,0,0,
case_31699,CV-701017-24/RI,5,5,5,5,0,0,
